"","UserID","Monetary","Frequency","Recency","rankR","rankF","rankM","rankRMF","rankR1","rankF1","rankM1","rankRMF1","M_S","F_S","R_S","Custom"
"658",34625,7551,18,55,1,5,4,154,0.729064039408867,0.666666666666667,0.535638506876228,2.8,2,2,1,"重点保持客户"
"659",34626,9015,17,11,4,5,5,455,0.945812807881773,0.619047619047619,0.650687622789784,4.5,2,2,2,"高价值客户"
"660",34627,2785,8,49,1,1,1,111,0.758620689655172,0.19047619047619,0.161100196463654,1,1,1,1,"潜在客户"
"661",34628,4448,8,22,3,1,1,311,0.891625615763547,0.19047619047619,0.291787819253438,2,1,1,1,"潜在客户"
"662",34629,5216,14,95,1,3,2,132,0.532019704433498,0.476190476190476,0.352141453831041,1.8,1,2,1,"一般保护客户"
"663",34630,5137,12,14,4,2,2,422,0.931034482758621,0.380952380952381,0.345933202357564,3,1,1,2,"一般发展客户"
"664",34631,6423,11,1,5,2,3,523,0.995073891625616,0.333333333333333,0.446994106090373,3.7,1,1,2,"一般发展客户"
"665",34632,5467,11,81,1,2,2,122,0.600985221674877,0.333333333333333,0.371866404715128,1.5,1,1,1,"潜在客户"
"666",34633,3206,7,203,1,1,1,111,0,0.142857142857143,0.194184675834971,1,1,1,1,"潜在客户"
"667",34634,8041,15,22,3,4,4,344,0.891625615763547,0.523809523809524,0.574145383104126,3.5,2,2,1,"重点保持客户"
"668",34635,7638,16,2,5,4,4,544,0.990147783251232,0.571428571428571,0.542475442043222,4.5,2,2,2,"高价值客户"
"669",34636,8369,17,17,3,5,5,355,0.916256157635468,0.619047619047619,0.59992141453831,4,2,2,1,"重点保持客户"
"670",34637,2591,4,123,1,1,1,111,0.394088669950739,0,0.145854616895874,1,1,1,1,"潜在客户"
"671",34638,10439,20,2,5,5,5,555,0.990147783251232,0.761904761904762,0.762593320235756,5,2,2,2,"高价值客户"
"672",34639,4539,10,3,5,1,1,511,0.985221674876847,0.285714285714286,0.298939096267191,3,1,1,2,"一般发展客户"
"673",34640,4325,10,45,1,1,1,111,0.778325123152709,0.285714285714286,0.282121807465619,1,1,1,1,"潜在客户"
"674",34641,11227,18,12,4,5,5,455,0.940886699507389,0.666666666666667,0.824518664047151,4.5,2,2,2,"高价值客户"
"675",34642,5567,12,46,1,2,2,122,0.773399014778325,0.380952380952381,0.379724950884086,1.5,1,1,1,"潜在客户"
"676",34643,3654,6,47,1,1,1,111,0.768472906403941,0.0952380952380952,0.229390962671906,1,1,1,1,"潜在客户"
"677",34644,5526,8,7,5,1,2,512,0.96551724137931,0.19047619047619,0.376502946954813,3.2,1,1,2,"一般发展客户"
"678",34645,4528,10,12,4,1,1,411,0.940886699507389,0.285714285714286,0.298074656188605,2.5,1,1,2,"一般发展客户"
"679",34646,5219,11,26,2,2,2,222,0.87192118226601,0.333333333333333,0.35237721021611,2,1,1,1,"潜在客户"
"680",34647,3046,10,11,4,1,1,411,0.945812807881773,0.285714285714286,0.181611001964637,2.5,1,1,2,"一般发展客户"
"681",34648,5497,12,19,3,2,2,322,0.9064039408867,0.380952380952381,0.374223968565815,2.5,1,1,1,"潜在客户"
"682",34649,5377,14,8,4,3,2,432,0.960591133004926,0.476190476190476,0.364793713163065,3.3,1,2,2,"重点保护客户"
"683",34650,6474,14,19,3,3,3,333,0.9064039408867,0.476190476190476,0.451001964636542,3,1,2,1,"一般保护客户"
"684",34651,3876,11,18,3,2,1,321,0.911330049261084,0.333333333333333,0.246836935166994,2.3,1,1,1,"潜在客户"
"685",34652,5482,12,37,2,2,2,222,0.817733990147783,0.380952380952381,0.373045186640472,2,1,1,1,"潜在客户"
"686",34653,6170,15,2,5,4,3,543,0.990147783251232,0.523809523809524,0.427111984282908,4.3,1,2,2,"重点保护客户"
"687",34654,4354,9,105,1,1,1,111,0.482758620689655,0.238095238095238,0.284400785854617,1,1,1,1,"潜在客户"
"688",34655,9571,18,13,4,5,5,455,0.935960591133005,0.666666666666667,0.694381139489195,4.5,2,2,2,"高价值客户"
"689",34656,7341,16,49,1,4,4,144,0.758620689655172,0.571428571428571,0.519135559921415,2.5,2,2,1,"重点保持客户"
"690",34657,7866,16,16,3,4,4,344,0.921182266009852,0.571428571428571,0.560392927308448,3.5,2,2,1,"重点保持客户"
"691",34658,3089,11,12,4,2,1,421,0.940886699507389,0.333333333333333,0.184990176817289,2.8,1,1,2,"一般发展客户"
"692",34659,8922,16,35,2,4,5,245,0.827586206896552,0.571428571428571,0.643379174852652,3.2,2,2,1,"重点保持客户"
"693",34660,8353,19,12,4,5,5,455,0.940886699507389,0.714285714285714,0.598664047151277,4.5,2,2,2,"高价值客户"
"694",34661,3559,8,0,5,1,1,511,1,0.19047619047619,0.221925343811395,3,1,1,2,"一般发展客户"
"695",34662,5195,12,39,2,2,2,222,0.807881773399015,0.380952380952381,0.35049115913556,2,1,1,1,"潜在客户"
"696",34663,6966,12,6,5,2,3,523,0.970443349753695,0.380952380952381,0.489666011787819,3.7,1,1,2,"一般发展客户"
"697",34664,7123,10,21,3,1,4,314,0.896551724137931,0.285714285714286,0.502003929273084,2.6,2,1,1,"重点挽留客户"
"698",34665,5423,13,36,2,3,2,232,0.822660098522167,0.428571428571429,0.368408644400786,2.3,1,2,1,"一般保护客户"
"699",34666,5175,12,29,2,2,2,222,0.857142857142857,0.380952380952381,0.348919449901768,2,1,1,1,"潜在客户"
"700",34667,3620,9,9,4,1,1,411,0.955665024630542,0.238095238095238,0.22671905697446,2.5,1,1,2,"一般发展客户"
"701",34668,4840,9,33,2,1,2,212,0.83743842364532,0.238095238095238,0.322593320235756,1.7,1,1,1,"潜在客户"
"702",34669,3471,7,4,5,1,1,511,0.980295566502463,0.142857142857143,0.215009823182711,3,1,1,2,"一般发展客户"
"703",34670,8362,15,1,5,4,5,545,0.995073891625616,0.523809523809524,0.599371316306483,4.7,2,2,2,"高价值客户"
"704",34671,8684,20,16,3,5,5,355,0.921182266009852,0.761904761904762,0.62467583497053,4,2,2,1,"重点保持客户"
"705",34672,8575,19,37,2,5,5,255,0.817733990147783,0.714285714285714,0.616110019646365,3.5,2,2,1,"重点保持客户"
"706",34673,5282,12,38,2,2,2,222,0.812807881773399,0.380952380952381,0.357328094302554,2,1,1,1,"潜在客户"
"707",34674,5508,10,5,5,1,2,512,0.975369458128079,0.285714285714286,0.375088408644401,3.2,1,1,2,"一般发展客户"
"708",34675,3282,7,14,4,1,1,411,0.931034482758621,0.142857142857143,0.200157170923379,2.5,1,1,2,"一般发展客户"
"709",34676,3842,10,12,4,1,1,411,0.940886699507389,0.285714285714286,0.244165029469548,2.5,1,1,2,"一般发展客户"
"710",34677,5013,10,45,1,1,2,112,0.778325123152709,0.285714285714286,0.336188605108055,1.2,1,1,1,"潜在客户"
"711",34678,5244,12,32,2,2,2,222,0.842364532019704,0.380952380952381,0.35434184675835,2,1,1,1,"潜在客户"
"712",34679,6237,12,13,4,2,3,423,0.935960591133005,0.380952380952381,0.43237721021611,3.2,1,1,2,"一般发展客户"
"713",34680,5268,10,17,3,1,2,312,0.916256157635468,0.285714285714286,0.3562278978389,2.2,1,1,1,"潜在客户"
"714",34681,5070,11,13,4,2,2,422,0.935960591133005,0.333333333333333,0.340667976424361,3,1,1,2,"一般发展客户"
"715",34682,9552,21,22,3,5,5,355,0.891625615763547,0.80952380952381,0.692888015717092,4,2,2,1,"重点保持客户"
"716",34683,6572,12,119,1,2,3,123,0.413793103448276,0.380952380952381,0.458703339882122,1.7,1,1,1,"潜在客户"
"717",34684,5063,13,15,3,3,2,332,0.926108374384236,0.428571428571429,0.340117878192534,2.8,1,2,1,"一般保护客户"
"718",34685,6135,16,5,5,4,3,543,0.975369458128079,0.571428571428571,0.424361493123772,4.3,1,2,2,"重点保护客户"
"719",34686,3262,9,52,1,1,1,111,0.74384236453202,0.238095238095238,0.198585461689587,1,1,1,1,"潜在客户"
"720",34687,7792,14,16,3,3,4,334,0.921182266009852,0.476190476190476,0.554577603143418,3.2,2,2,1,"重点保持客户"
"721",34688,6707,17,51,1,5,3,153,0.748768472906404,0.619047619047619,0.469312377210216,2.6,1,2,1,"一般保护客户"
"722",34689,5969,12,23,3,2,3,323,0.886699507389163,0.380952380952381,0.411316306483301,2.7,1,1,1,"潜在客户"
"723",34690,4535,9,6,5,1,1,511,0.970443349753695,0.238095238095238,0.298624754420432,3,1,1,2,"一般发展客户"
"724",34691,4644,9,46,1,1,1,111,0.773399014778325,0.238095238095238,0.307190569744597,1,1,1,1,"潜在客户"
"725",34692,10460,16,20,3,4,5,345,0.901477832512315,0.571428571428571,0.764243614931238,3.7,2,2,1,"重点保持客户"
"726",34693,6552,13,33,2,3,3,233,0.83743842364532,0.428571428571429,0.45713163064833,2.5,1,2,1,"一般保护客户"
"727",34694,6862,14,36,2,3,3,233,0.822660098522167,0.476190476190476,0.481493123772102,2.5,1,2,1,"一般保护客户"
"728",34695,4680,13,15,3,3,1,331,0.926108374384236,0.428571428571429,0.310019646365422,2.6,1,2,1,"一般保护客户"
"729",34696,8859,16,44,2,4,5,245,0.783251231527094,0.571428571428571,0.638428290766208,3.2,2,2,1,"重点保持客户"
"730",34697,5716,11,23,3,2,2,322,0.886699507389163,0.333333333333333,0.391434184675835,2.5,1,1,1,"潜在客户"
"731",34698,7369,14,13,4,3,4,434,0.935960591133005,0.476190476190476,0.521335952848723,3.7,2,2,2,"高价值客户"
"732",34699,6389,14,17,3,3,3,333,0.916256157635468,0.476190476190476,0.444322200392927,3,1,2,1,"一般保护客户"
"733",34700,7111,12,30,2,2,4,224,0.852216748768473,0.380952380952381,0.501060903732809,2.4,2,1,1,"重点挽留客户"
"734",34701,7335,13,21,3,3,4,334,0.896551724137931,0.428571428571429,0.518664047151277,3.2,2,2,1,"重点保持客户"
"735",34702,4069,9,33,2,1,1,211,0.83743842364532,0.238095238095238,0.262003929273084,1.5,1,1,1,"潜在客户"
"736",34703,3778,7,24,3,1,1,311,0.881773399014778,0.142857142857143,0.239135559921415,2,1,1,1,"潜在客户"
"737",34704,6470,11,54,1,2,3,123,0.733990147783251,0.333333333333333,0.450687622789784,1.7,1,1,1,"潜在客户"
"738",34705,5673,12,65,1,2,2,122,0.679802955665025,0.380952380952381,0.388055009823183,1.5,1,1,1,"潜在客户"
"739",34706,3796,13,1,5,3,1,531,0.995073891625616,0.428571428571429,0.240550098231827,3.6,1,2,2,"重点保护客户"
"740",34707,7495,15,34,2,4,4,244,0.832512315270936,0.523809523809524,0.531237721021611,3,2,2,1,"重点保持客户"
"741",34708,6959,15,15,3,4,3,343,0.926108374384236,0.523809523809524,0.489115913555992,3.3,1,2,1,"一般保护客户"
"742",34709,8093,17,5,5,5,4,554,0.975369458128079,0.619047619047619,0.578231827111984,4.8,2,2,2,"高价值客户"
"743",34710,5404,10,38,2,1,2,212,0.812807881773399,0.285714285714286,0.366915520628684,1.7,1,1,1,"潜在客户"
"744",34711,2953,6,44,2,1,1,211,0.783251231527094,0.0952380952380952,0.174302554027505,1.5,1,1,1,"潜在客户"
"745",34712,7054,18,27,2,5,4,254,0.866995073891626,0.666666666666667,0.496581532416503,3.3,2,2,1,"重点保持客户"
"746",34713,3969,11,12,4,2,1,421,0.940886699507389,0.333333333333333,0.254145383104126,2.8,1,1,2,"一般发展客户"
"747",34714,4191,9,52,1,1,1,111,0.74384236453202,0.238095238095238,0.271591355599214,1,1,1,1,"潜在客户"
"748",34715,5962,12,2,5,2,3,523,0.990147783251232,0.380952380952381,0.410766208251473,3.7,1,1,2,"一般发展客户"
"749",34716,5214,10,11,4,1,2,412,0.945812807881773,0.285714285714286,0.351984282907662,2.7,1,1,2,"一般发展客户"
"750",34717,5814,12,20,3,2,2,322,0.901477832512315,0.380952380952381,0.399135559921415,2.5,1,1,1,"潜在客户"
"751",34718,5196,12,4,5,2,2,522,0.980295566502463,0.380952380952381,0.350569744597249,3.5,1,1,2,"一般发展客户"
"752",34719,7787,13,11,4,3,4,434,0.945812807881773,0.428571428571429,0.554184675834971,3.7,2,2,2,"高价值客户"
"753",34720,6911,15,49,1,4,3,143,0.758620689655172,0.523809523809524,0.485343811394892,2.3,1,2,1,"一般保护客户"
"754",34721,3735,11,8,4,2,1,421,0.960591133004926,0.333333333333333,0.235756385068762,2.8,1,1,2,"一般发展客户"
"755",34722,4556,9,24,3,1,1,311,0.881773399014778,0.238095238095238,0.300275049115914,2,1,1,1,"潜在客户"
"756",34723,4710,9,11,4,1,1,411,0.945812807881773,0.238095238095238,0.31237721021611,2.5,1,1,2,"一般发展客户"
"757",34724,7249,13,28,2,3,4,234,0.862068965517241,0.428571428571429,0.511905697445972,2.7,2,2,1,"重点保持客户"
"758",34725,10295,19,9,4,5,5,455,0.955665024630542,0.714285714285714,0.751277013752456,4.5,2,2,2,"高价值客户"
"759",34726,4211,11,23,3,2,1,321,0.886699507389163,0.333333333333333,0.273163064833006,2.3,1,1,1,"潜在客户"
"760",34727,5376,10,48,1,1,2,112,0.763546798029557,0.285714285714286,0.364715127701375,1.2,1,1,1,"潜在客户"
"761",34728,7218,14,5,5,3,4,534,0.975369458128079,0.476190476190476,0.509469548133595,4.2,2,2,2,"高价值客户"
"762",34729,7569,16,3,5,4,4,544,0.985221674876847,0.571428571428571,0.53705304518664,4.5,2,2,2,"高价值客户"
"763",34730,11257,19,2,5,5,5,555,0.990147783251232,0.714285714285714,0.826876227897839,5,2,2,2,"高价值客户"
"764",34731,6882,11,67,1,2,3,123,0.669950738916256,0.333333333333333,0.483064833005894,1.7,1,1,1,"潜在客户"
"765",34732,5058,11,26,2,2,2,222,0.87192118226601,0.333333333333333,0.339724950884086,2,1,1,1,"潜在客户"
"766",34733,6574,10,47,1,1,3,113,0.768472906403941,0.285714285714286,0.458860510805501,1.4,1,1,1,"潜在客户"
"767",34734,6919,13,1,5,3,3,533,0.995073891625616,0.428571428571429,0.485972495088409,4,1,2,2,"重点保护客户"
"768",34735,4597,10,66,1,1,1,111,0.67487684729064,0.285714285714286,0.303497053045187,1,1,1,1,"潜在客户"
"769",34736,5547,10,15,3,1,2,312,0.926108374384236,0.285714285714286,0.378153241650295,2.2,1,1,1,"潜在客户"
"770",34737,7576,12,22,3,2,4,324,0.891625615763547,0.380952380952381,0.537603143418468,2.9,2,1,1,"重点挽留客户"
"771",34738,6305,17,2,5,5,3,553,0.990147783251232,0.619047619047619,0.437721021611002,4.6,1,2,2,"重点保护客户"
"772",34739,4568,8,24,3,1,1,311,0.881773399014778,0.19047619047619,0.301218074656189,2,1,1,1,"潜在客户"
"773",34740,10671,24,1,5,5,5,555,0.995073891625616,0.952380952380952,0.780825147347741,5,2,2,2,"高价值客户"
"774",34741,12124,19,10,4,5,5,455,0.950738916256158,0.714285714285714,0.895009823182711,4.5,2,2,2,"高价值客户"
"775",34742,6621,16,16,3,4,3,343,0.921182266009852,0.571428571428571,0.462554027504912,3.3,1,2,1,"一般保护客户"
"776",34743,8333,18,0,5,5,5,555,1,0.666666666666667,0.597092337917485,5,2,2,2,"高价值客户"
"777",34744,7243,15,1,5,4,4,544,0.995073891625616,0.523809523809524,0.511434184675835,4.5,2,2,2,"高价值客户"
"778",34745,6836,14,10,4,3,3,433,0.950738916256158,0.476190476190476,0.479449901768173,3.5,1,2,2,"重点保护客户"
"779",34746,7123,18,85,1,5,4,154,0.58128078817734,0.666666666666667,0.502003929273084,2.8,2,2,1,"重点保持客户"
"780",34747,5856,11,5,5,2,2,522,0.975369458128079,0.333333333333333,0.402436149312377,3.5,1,1,2,"一般发展客户"
"781",34748,5572,10,27,2,1,2,212,0.866995073891626,0.285714285714286,0.380117878192534,1.7,1,1,1,"潜在客户"
"782",34749,7605,13,21,3,3,4,334,0.896551724137931,0.428571428571429,0.539882121807466,3.2,2,2,1,"重点保持客户"
"783",34750,6418,14,1,5,3,3,533,0.995073891625616,0.476190476190476,0.446601178781925,4,1,2,2,"重点保护客户"
"784",34751,5041,12,0,5,2,2,522,1,0.380952380952381,0.338388998035363,3.5,1,1,2,"一般发展客户"
"785",34752,6985,14,5,5,3,3,533,0.975369458128079,0.476190476190476,0.491159135559921,4,1,2,2,"重点保护客户"
"786",34753,1914,6,42,2,1,1,211,0.793103448275862,0.0952380952380952,0.0926522593320236,1.5,1,1,1,"潜在客户"
"787",34754,7750,12,53,1,2,4,124,0.738916256157635,0.380952380952381,0.551277013752456,1.9,2,1,1,"重点挽留客户"
"788",34755,5741,14,21,3,3,2,332,0.896551724137931,0.476190476190476,0.393398821218075,2.8,1,2,1,"一般保护客户"
"789",34756,5888,13,80,1,3,2,132,0.605911330049261,0.428571428571429,0.404950884086444,1.8,1,2,1,"一般保护客户"
"790",34757,7346,16,18,3,4,4,344,0.911330049261084,0.571428571428571,0.519528487229862,3.5,2,2,1,"重点保持客户"
"791",34758,4659,10,40,2,1,1,211,0.802955665024631,0.285714285714286,0.308369351669941,1.5,1,1,1,"潜在客户"
"792",34759,4093,10,71,1,1,1,111,0.650246305418719,0.285714285714286,0.263889980353635,1,1,1,1,"潜在客户"
"793",34760,7778,16,11,4,4,4,444,0.945812807881773,0.571428571428571,0.553477406679764,4,2,2,2,"高价值客户"
"794",34761,12255,21,12,4,5,5,455,0.940886699507389,0.80952380952381,0.905304518664047,4.5,2,2,2,"高价值客户"
"795",34762,6122,11,11,4,2,3,423,0.945812807881773,0.333333333333333,0.423339882121807,3.2,1,1,2,"一般发展客户"
"796",34763,4141,7,2,5,1,1,511,0.990147783251232,0.142857142857143,0.267662082514735,3,1,1,2,"一般发展客户"
"797",34764,3906,7,11,4,1,1,411,0.945812807881773,0.142857142857143,0.249194499017682,2.5,1,1,2,"一般发展客户"
"798",34765,7823,12,26,2,2,4,224,0.87192118226601,0.380952380952381,0.557013752455796,2.4,2,1,1,"重点挽留客户"
"799",34766,5266,12,23,3,2,2,322,0.886699507389163,0.380952380952381,0.356070726915521,2.5,1,1,1,"潜在客户"
"800",34767,4845,14,3,5,3,2,532,0.985221674876847,0.476190476190476,0.322986247544204,3.8,1,2,2,"重点保护客户"
"801",34768,7960,14,1,5,3,4,534,0.995073891625616,0.476190476190476,0.567779960707269,4.2,2,2,2,"高价值客户"
"802",34769,5446,10,6,5,1,2,512,0.970443349753695,0.285714285714286,0.370216110019646,3.2,1,1,2,"一般发展客户"
"803",34770,6831,10,1,5,1,3,513,0.995073891625616,0.285714285714286,0.479056974459725,3.4,1,1,2,"一般发展客户"
"804",34771,8455,15,34,2,4,5,245,0.832512315270936,0.523809523809524,0.606679764243615,3.2,2,2,1,"重点保持客户"
"805",34772,9249,19,24,3,5,5,355,0.881773399014778,0.714285714285714,0.669076620825147,4,2,2,1,"重点保持客户"
"806",34773,4401,8,147,1,1,1,111,0.275862068965517,0.19047619047619,0.288094302554028,1,1,1,1,"潜在客户"
"807",34774,9891,16,1,5,4,5,545,0.995073891625616,0.571428571428571,0.719528487229863,4.7,2,2,2,"高价值客户"
"808",34775,10336,19,3,5,5,5,555,0.985221674876847,0.714285714285714,0.754499017681729,5,2,2,2,"高价值客户"
"809",34776,9592,18,11,4,5,5,455,0.945812807881773,0.666666666666667,0.696031434184676,4.5,2,2,2,"高价值客户"
"810",34777,11042,19,8,4,5,5,455,0.960591133004926,0.714285714285714,0.809980353634578,4.5,2,2,2,"高价值客户"
"811",34778,7609,12,7,5,2,4,524,0.96551724137931,0.380952380952381,0.540196463654224,3.9,2,1,2,"重点发展客户"
"812",34779,9842,15,40,2,4,5,245,0.802955665024631,0.523809523809524,0.715677799607073,3.2,2,2,1,"重点保持客户"
"813",34780,6997,12,33,2,2,3,223,0.83743842364532,0.380952380952381,0.492102161100196,2.2,1,1,1,"潜在客户"
"814",34781,3425,12,45,1,2,1,121,0.778325123152709,0.380952380952381,0.21139489194499,1.3,1,1,1,"潜在客户"
"815",34782,8276,17,4,5,5,4,554,0.980295566502463,0.619047619047619,0.592612966601179,4.8,2,2,2,"高价值客户"
"816",34783,3833,12,27,2,2,1,221,0.866995073891626,0.380952380952381,0.243457760314342,1.8,1,1,1,"潜在客户"
"817",34784,6807,14,14,4,3,3,433,0.931034482758621,0.476190476190476,0.477170923379175,3.5,1,2,2,"重点保护客户"
"818",34785,11726,18,24,3,5,5,355,0.881773399014778,0.666666666666667,0.863732809430255,4,2,2,1,"重点保持客户"
"819",34786,4879,12,32,2,2,2,222,0.842364532019704,0.380952380952381,0.32565815324165,2,1,1,1,"潜在客户"
"820",34787,5058,12,34,2,2,2,222,0.832512315270936,0.380952380952381,0.339724950884086,2,1,1,1,"潜在客户"
"821",34788,5368,8,29,2,1,2,212,0.857142857142857,0.19047619047619,0.364086444007859,1.7,1,1,1,"潜在客户"
"822",34789,7297,14,9,4,3,4,434,0.955665024630542,0.476190476190476,0.515677799607073,3.7,2,2,2,"高价值客户"
"823",34790,7086,12,39,2,2,4,224,0.807881773399015,0.380952380952381,0.49909626719057,2.4,2,1,1,"重点挽留客户"
"824",34791,5573,9,119,1,1,2,112,0.413793103448276,0.238095238095238,0.380196463654224,1.2,1,1,1,"潜在客户"
"825",34792,3127,8,51,1,1,1,111,0.748768472906404,0.19047619047619,0.187976424361493,1,1,1,1,"潜在客户"
"826",34793,4833,13,12,4,3,1,431,0.940886699507389,0.428571428571429,0.322043222003929,3.1,1,2,2,"重点保护客户"
"827",34794,4088,8,3,5,1,1,511,0.985221674876847,0.19047619047619,0.263497053045187,3,1,1,2,"一般发展客户"
"828",34795,5628,13,32,2,3,2,232,0.842364532019704,0.428571428571429,0.384518664047151,2.3,1,2,1,"一般保护客户"
"829",34796,4321,15,36,2,4,1,241,0.822660098522167,0.523809523809524,0.28180746561886,2.4,1,2,1,"一般保护客户"
"830",34797,7120,15,14,4,4,4,444,0.931034482758621,0.523809523809524,0.501768172888016,4,2,2,2,"高价值客户"
"831",34798,7363,13,72,1,3,4,134,0.645320197044335,0.428571428571429,0.520864440078585,2.2,2,2,1,"重点保持客户"
"832",34799,6669,12,36,2,2,3,223,0.822660098522167,0.380952380952381,0.466326129666012,2.2,1,1,1,"潜在客户"
"833",34800,8380,14,7,5,3,5,535,0.96551724137931,0.476190476190476,0.600785854616896,4.4,2,2,2,"高价值客户"
"834",34801,5273,12,9,4,2,2,422,0.955665024630542,0.380952380952381,0.356620825147348,3,1,1,2,"一般发展客户"
"835",34802,5521,11,13,4,2,2,422,0.935960591133005,0.333333333333333,0.376110019646365,3,1,1,2,"一般发展客户"
"836",34803,4342,10,75,1,1,1,111,0.630541871921182,0.285714285714286,0.283457760314342,1,1,1,1,"潜在客户"
"837",34804,10771,17,93,1,5,5,155,0.541871921182266,0.619047619047619,0.788683693516699,3,2,2,1,"重点保持客户"
"838",34805,7233,12,0,5,2,4,524,1,0.380952380952381,0.510648330058939,3.9,2,1,2,"重点发展客户"
"839",34806,6520,18,50,1,5,3,153,0.753694581280788,0.666666666666667,0.454616895874263,2.6,1,2,1,"一般保护客户"
"840",34807,5387,10,36,2,1,2,212,0.822660098522167,0.285714285714286,0.365579567779961,1.7,1,1,1,"潜在客户"
"841",34808,8915,19,52,1,5,5,155,0.74384236453202,0.714285714285714,0.642829076620825,3,2,2,1,"重点保持客户"
"842",34809,8139,16,16,3,4,4,344,0.921182266009852,0.571428571428571,0.581846758349705,3.5,2,2,1,"重点保持客户"
"843",34810,8467,15,12,4,4,5,445,0.940886699507389,0.523809523809524,0.60762278978389,4.2,2,2,2,"高价值客户"
"844",34811,6982,15,22,3,4,3,343,0.891625615763547,0.523809523809524,0.490923379174853,3.3,1,2,1,"一般保护客户"
"845",34812,5318,10,53,1,1,2,112,0.738916256157635,0.285714285714286,0.360157170923379,1.2,1,1,1,"潜在客户"
"846",34813,6022,15,6,5,4,3,543,0.970443349753695,0.523809523809524,0.415481335952849,4.3,1,2,2,"重点保护客户"
"847",34814,6474,16,0,5,4,3,543,1,0.571428571428571,0.451001964636542,4.3,1,2,2,"重点保护客户"
"848",34815,4550,14,7,5,3,1,531,0.96551724137931,0.476190476190476,0.299803536345776,3.6,1,2,2,"重点保护客户"
"849",34816,5904,15,4,5,4,3,543,0.980295566502463,0.523809523809524,0.406208251473477,4.3,1,2,2,"重点保护客户"
"850",34817,3390,9,56,1,1,1,111,0.724137931034483,0.238095238095238,0.208644400785855,1,1,1,1,"潜在客户"
"851",34818,5099,11,19,3,2,2,322,0.9064039408867,0.333333333333333,0.34294695481336,2.5,1,1,1,"潜在客户"
"852",34819,6577,12,4,5,2,3,523,0.980295566502463,0.380952380952381,0.45909626719057,3.7,1,1,2,"一般发展客户"
"853",34820,6835,12,43,2,2,3,223,0.788177339901478,0.380952380952381,0.479371316306483,2.2,1,1,1,"潜在客户"
"854",34821,5974,15,17,3,4,3,343,0.916256157635468,0.523809523809524,0.411709233791749,3.3,1,2,1,"一般保护客户"
"855",34822,8551,18,22,3,5,5,355,0.891625615763547,0.666666666666667,0.614223968565815,4,2,2,1,"重点保持客户"
"856",34823,3756,7,69,1,1,1,111,0.660098522167488,0.142857142857143,0.237406679764244,1,1,1,1,"潜在客户"
"857",34824,6871,14,63,1,3,3,133,0.689655172413793,0.476190476190476,0.482200392927308,2,1,2,1,"一般保护客户"
"858",34825,2889,6,92,1,1,1,111,0.54679802955665,0.0952380952380952,0.169273084479371,1,1,1,1,"潜在客户"
"859",34826,6701,13,8,4,3,3,433,0.960591133004926,0.428571428571429,0.468840864440079,3.5,1,2,2,"重点保护客户"
"860",34827,6312,14,14,4,3,3,433,0.931034482758621,0.476190476190476,0.438271119842829,3.5,1,2,2,"重点保护客户"
"861",34828,6734,13,12,4,3,3,433,0.940886699507389,0.428571428571429,0.471434184675835,3.5,1,2,2,"重点保护客户"
"862",34829,6247,14,25,2,3,3,233,0.876847290640394,0.476190476190476,0.433163064833006,2.5,1,2,1,"一般保护客户"
"863",34830,4437,9,5,5,1,1,511,0.975369458128079,0.238095238095238,0.290923379174853,3,1,1,2,"一般发展客户"
"864",34831,3934,9,9,4,1,1,411,0.955665024630542,0.238095238095238,0.25139489194499,2.5,1,1,2,"一般发展客户"
"865",34832,7810,14,7,5,3,4,534,0.96551724137931,0.476190476190476,0.555992141453831,4.2,2,2,2,"高价值客户"
"866",34833,7210,15,12,4,4,4,444,0.940886699507389,0.523809523809524,0.508840864440079,4,2,2,2,"高价值客户"
"867",34834,7735,16,10,4,4,4,444,0.950738916256158,0.571428571428571,0.550098231827112,4,2,2,2,"高价值客户"
"868",34835,4213,10,20,3,1,1,311,0.901477832512315,0.285714285714286,0.273320235756385,2,1,1,1,"潜在客户"
"869",34836,4615,10,15,3,1,1,311,0.926108374384236,0.285714285714286,0.304911591355599,2,1,1,1,"潜在客户"
"870",34837,6227,10,1,5,1,3,513,0.995073891625616,0.285714285714286,0.431591355599214,3.4,1,1,2,"一般发展客户"
"871",34838,7522,18,22,3,5,4,354,0.891625615763547,0.666666666666667,0.53335952848723,3.8,2,2,1,"重点保持客户"
"872",34839,8115,13,28,2,3,4,234,0.862068965517241,0.428571428571429,0.579960707269155,2.7,2,2,1,"重点保持客户"
"873",34840,5678,13,138,1,3,2,132,0.320197044334975,0.428571428571429,0.388447937131631,1.8,1,2,1,"一般保护客户"
"874",34841,5269,17,3,5,5,2,552,0.985221674876847,0.619047619047619,0.356306483300589,4.4,1,2,2,"重点保护客户"
"875",34842,3904,6,9,4,1,1,411,0.955665024630542,0.0952380952380952,0.249037328094303,2.5,1,1,2,"一般发展客户"
"876",34843,5970,14,7,5,3,3,533,0.96551724137931,0.476190476190476,0.41139489194499,4,1,2,2,"重点保护客户"
"877",34844,6445,14,11,4,3,3,433,0.945812807881773,0.476190476190476,0.448722986247544,3.5,1,2,2,"重点保护客户"
"878",34845,6525,12,15,3,2,3,323,0.926108374384236,0.380952380952381,0.455009823182711,2.7,1,1,1,"潜在客户"
